,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
91,20,0,85.0,8500,0,0,0,0,0,0,11,0,0,0,1,5,3,1961,1961,1,0,4,3,3,203.0,1,0,1,1,0,0,3,600,0,0,635,1235,0,2,0,0,1235,0,0,1235,0,0,1,0,2,1,1,6,0,0,0,0,1961.0,1,2,480,0,0,0,0,0,0,0,0,0,0,3,0,0,12,2006,0,1,98600
92,30,0,80.0,13360,0,1,1,3,0,0,2,0,0,0,1,5,7,1921,2006,0,0,2,4,1,0.0,1,2,2,0,0,0,1,713,0,0,163,876,0,0,0,0,964,0,0,964,1,0,1,0,2,1,1,5,0,0,0,1,1921.0,1,2,432,0,0,0,0,0,44,0,0,0,0,0,0,0,8,2009,0,0,163500
93,190,2,60.0,7200,0,0,0,0,2,0,6,0,0,1,5,6,6,1910,1998,1,0,1,1,1,0.0,1,0,2,1,3,2,3,1046,0,0,168,1214,1,0,1,0,1260,1031,0,2291,0,1,2,0,4,2,1,9,0,1,2,1,1900.0,1,2,506,0,0,0,0,0,0,0,99,0,0,0,0,0,11,2007,0,0,133900
94,60,0,69.0,9337,0,0,1,0,0,0,0,0,0,0,0,6,5,1997,1997,0,0,0,0,1,0.0,1,2,0,0,0,0,0,648,0,0,176,824,0,0,0,0,905,881,0,1786,1,0,2,1,3,1,0,7,0,0,0,0,1997.0,0,2,684,0,0,0,0,162,0,0,0,0,0,0,0,0,5,2007,0,0,204750
96,20,0,78.0,10264,0,0,1,0,0,0,0,0,0,0,1,7,5,1999,1999,0,0,0,0,0,183.0,0,0,0,0,0,3,1,1162,0,0,426,1588,0,0,0,0,1588,0,0,1588,0,0,2,0,3,1,0,6,0,0,0,0,1999.0,0,2,472,0,0,0,158,29,0,0,0,0,0,0,0,0,8,2006,0,0,214000
97,20,0,73.0,10921,0,0,0,3,0,0,18,0,0,0,1,4,5,1965,1965,1,0,4,3,0,48.0,1,0,1,1,0,0,3,520,0,0,440,960,0,2,0,1,960,0,0,960,1,0,1,0,3,1,1,6,0,0,0,0,1965.0,2,1,432,0,0,2,120,0,0,0,0,0,0,0,0,0,5,2007,0,0,94750
98,30,0,85.0,10625,0,0,0,0,2,0,18,0,0,0,1,5,5,1920,1950,0,0,2,4,1,0.0,1,0,2,1,0,0,1,108,0,0,350,458,0,3,1,0,835,0,0,835,0,0,1,0,2,1,1,5,0,0,0,4,1920.0,1,1,366,1,0,0,0,0,77,0,0,0,0,0,1,400,5,2010,2,1,83000
101,60,0,77.0,9206,0,0,0,0,0,0,10,0,0,0,0,6,5,1985,1985,0,0,4,3,0,336.0,0,0,1,0,0,0,2,0,0,0,741,741,0,2,0,0,977,755,0,1732,0,0,2,1,3,1,0,7,0,1,1,0,1985.0,2,2,476,0,0,0,192,46,0,0,0,0,0,0,0,0,6,2010,0,0,178000
102,90,0,64.0,7018,0,0,0,1,0,0,10,0,0,2,1,5,5,1979,1979,0,0,4,3,1,0.0,1,1,4,3,2,4,4,0,1,0,0,0,0,2,0,0,1535,0,0,1535,0,0,2,0,4,2,1,8,0,0,0,0,1979.0,1,2,410,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009,0,3,118964
103,20,0,94.0,10402,0,0,1,0,2,0,0,0,0,0,1,7,5,2009,2009,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,1226,1226,0,0,0,0,1226,0,0,1226,0,0,2,0,3,1,0,6,0,0,0,0,2009.0,0,3,740,0,0,0,0,36,0,0,0,0,0,0,0,0,5,2010,0,0,198900
105,60,3,75.0,9375,0,0,0,0,0,0,5,0,0,0,0,8,5,2003,2004,1,0,0,0,0,768.0,0,0,0,2,0,0,2,0,0,0,1053,1053,0,0,0,0,1053,939,0,1992,0,0,2,1,3,1,0,9,0,1,2,0,2003.0,0,2,648,0,0,0,140,45,0,0,0,0,0,0,0,0,8,2008,0,0,250000
106,30,1,60.0,10800,0,1,0,0,0,0,6,0,0,0,1,4,7,1885,1995,3,0,0,0,1,0.0,1,0,2,4,0,0,2,0,0,0,641,641,0,1,0,0,1047,0,0,1047,0,0,1,0,2,1,1,6,0,0,0,1,1954.0,1,1,273,1,1,1,0,0,0,0,0,0,0,0,1,450,8,2007,0,0,100000
107,20,1,50.0,6000,0,0,0,0,0,0,6,0,0,0,1,5,5,1948,1950,0,0,0,0,1,0.0,1,0,1,1,0,0,1,104,3,169,516,789,0,0,0,0,789,0,0,789,0,0,1,0,2,1,1,5,0,0,0,1,1948.0,1,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2008,0,2,115000
109,20,0,105.0,11751,0,0,1,0,0,0,19,0,0,0,1,6,6,1977,1977,1,0,8,5,0,480.0,1,0,1,0,0,0,6,705,0,0,1139,1844,0,0,0,0,1844,0,0,1844,0,0,2,0,3,1,1,7,0,1,1,0,1977.0,0,2,546,0,0,0,0,122,0,0,0,0,0,1,0,0,1,2010,2,0,190000
110,50,0,75.0,9525,0,0,0,0,0,0,18,0,0,0,2,6,4,1954,1972,0,0,2,4,1,0.0,1,0,1,1,3,0,3,444,0,0,550,994,0,1,0,0,1216,639,0,1855,0,0,2,0,4,1,1,7,0,0,0,0,1954.0,1,1,325,0,0,0,182,0,0,0,0,0,0,0,0,0,10,2006,0,0,136900
112,60,0,77.0,9965,0,0,0,0,0,0,0,0,0,0,0,7,5,2007,2007,0,0,0,0,2,220.0,0,0,0,2,0,3,0,984,0,0,280,1264,0,0,0,0,1282,1414,0,2696,1,0,2,1,4,1,2,10,0,1,2,2,2007.0,2,3,792,0,0,0,120,184,0,0,168,0,0,0,0,0,10,2007,1,2,383970
114,70,0,61.0,7259,0,0,1,0,0,1,2,0,0,0,0,6,8,1945,2002,2,0,2,4,1,0.0,1,0,1,1,0,0,1,774,5,150,104,1028,0,0,0,0,1436,884,0,2320,1,0,2,1,3,1,0,9,0,1,1,1,1945.0,1,1,180,0,0,0,224,0,0,0,0,0,0,1,0,0,7,2007,0,0,259500
115,160,3,34.0,3230,0,2,0,0,2,0,5,0,0,3,0,6,5,1999,1999,0,0,1,1,0,1129.0,1,0,0,0,0,0,0,419,0,0,310,729,0,1,0,0,729,729,0,1458,0,0,2,1,2,1,1,5,0,1,4,1,1999.0,1,2,440,0,0,0,0,32,0,0,0,0,0,0,0,0,6,2007,0,0,176000
117,20,0,74.0,8536,0,0,0,0,2,0,18,0,0,0,1,5,5,2006,2007,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,1125,1125,0,1,0,0,1125,0,0,1125,0,0,1,1,2,1,1,5,0,0,0,0,2007.0,1,2,430,0,0,0,80,64,0,0,0,0,0,0,0,0,4,2007,1,2,155000
118,60,0,90.0,12376,0,0,0,0,2,0,10,0,0,0,0,7,5,1990,1990,1,0,8,5,1,0.0,1,0,0,0,0,2,0,1470,0,0,203,1673,0,1,0,0,1699,1523,0,3222,1,0,3,0,5,1,0,11,0,2,1,0,1990.0,1,3,594,0,0,0,367,0,0,0,0,0,0,0,0,0,5,2010,0,0,320000
119,60,0,65.0,8461,0,0,0,0,0,0,0,0,0,0,0,6,5,2005,2006,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,728,728,0,0,0,0,728,728,0,1456,0,0,2,1,3,1,0,8,0,1,2,0,2005.0,2,2,390,0,0,0,0,24,0,0,0,0,0,0,0,0,7,2006,1,2,163990
121,50,1,50.0,6060,0,0,0,0,0,0,12,0,0,0,2,4,5,1939,1950,0,0,9,9,1,0.0,1,0,0,1,0,0,2,0,0,0,732,732,0,1,0,0,772,351,0,1123,0,0,1,0,3,1,1,4,0,0,0,1,1979.0,1,1,264,0,0,2,0,0,140,0,0,0,0,1,0,0,6,2007,0,0,100000
122,20,0,75.0,9464,0,0,0,0,2,0,11,0,0,0,1,6,7,1958,1958,1,0,1,1,0,135.0,1,2,1,1,0,0,6,570,0,0,510,1080,0,1,0,0,1080,0,0,1080,0,0,1,0,3,1,1,5,0,0,0,0,1958.0,1,1,288,0,0,0,0,0,0,0,130,0,0,0,0,0,6,2008,0,0,136000
123,120,0,55.0,7892,0,0,0,0,0,0,10,0,0,3,1,6,5,1993,1993,0,0,8,5,1,0.0,0,0,0,0,0,0,0,300,0,0,899,1199,0,0,0,0,1199,0,0,1199,0,0,2,0,2,1,0,5,0,0,0,0,1993.0,0,2,530,0,0,0,0,63,0,0,0,0,0,0,0,0,3,2008,0,0,153900
124,20,0,48.0,17043,0,0,1,0,3,0,19,0,0,0,1,6,5,1979,1998,0,0,4,3,1,0.0,1,2,1,0,3,0,2,0,0,0,1362,1362,0,2,0,0,1586,0,0,1586,0,0,2,0,3,1,1,7,0,1,1,0,1979.0,1,2,435,0,0,0,192,0,0,0,0,0,0,0,0,0,1,2009,0,0,181000
128,60,0,69.0,7590,0,0,0,0,0,0,11,6,0,0,0,6,5,1966,1966,0,0,0,0,0,266.0,1,0,1,1,0,0,6,512,0,0,148,660,0,2,0,0,660,688,0,1348,0,0,1,1,3,1,1,6,0,1,4,0,1966.0,0,2,453,0,0,0,188,108,0,0,0,0,0,0,0,0,7,2006,0,0,155000
129,20,0,69.0,8973,0,0,0,0,0,0,11,0,0,0,1,5,7,1958,1991,0,0,8,5,0,85.0,1,0,1,1,0,0,3,567,3,28,413,1008,0,2,0,2,1053,0,0,1053,0,1,1,1,3,1,2,6,0,0,0,5,1998.0,0,2,750,0,0,0,0,80,0,180,0,0,0,4,0,0,7,2006,0,1,150000
130,60,0,88.0,14200,0,0,0,0,2,0,11,0,0,0,0,7,6,1966,1966,0,0,1,1,0,309.0,1,0,1,1,0,0,3,445,0,0,479,924,0,0,0,0,1216,941,0,2157,0,0,2,1,4,1,0,8,0,2,2,0,1966.0,2,2,487,0,0,0,105,66,0,0,0,0,0,2,0,0,5,2006,0,0,226000
132,20,0,75.0,7388,0,0,0,0,2,0,11,0,0,0,1,5,6,1959,2002,0,0,1,1,1,0.0,1,0,1,1,0,0,3,405,0,0,658,1063,0,1,0,0,1327,0,0,1327,1,0,1,0,3,1,0,7,0,0,0,1,1974.0,1,2,624,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2007,0,0,150750
134,20,0,78.0,10335,0,0,1,0,0,0,8,0,0,0,1,5,6,1968,1993,0,0,8,5,1,0.0,1,0,1,1,0,0,3,570,0,0,891,1461,0,1,0,0,1721,0,0,1721,0,0,2,1,3,1,1,7,1,1,1,0,1968.0,0,2,440,0,0,0,0,96,180,0,0,0,0,1,0,0,7,2006,0,0,180000
135,20,0,80.0,10400,0,0,0,0,0,0,19,0,0,0,1,7,6,1970,1970,1,0,8,5,0,288.0,1,0,0,1,0,0,2,0,0,0,1304,1304,0,1,0,0,1682,0,0,1682,0,0,2,0,3,1,1,7,0,1,2,0,1970.0,1,2,530,0,0,0,98,0,0,0,0,0,0,1,0,0,5,2008,0,0,174000
137,90,0,82.0,11070,0,0,0,0,0,0,4,0,0,2,1,7,5,1988,1989,0,0,0,0,0,70.0,1,0,1,1,0,0,2,0,0,0,1907,1907,0,1,0,0,1959,0,0,1959,0,0,3,0,5,2,1,9,0,0,0,5,1989.0,1,3,766,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,0,4,171000
138,60,0,73.0,9066,0,0,1,0,0,0,0,0,0,0,0,8,5,1999,2000,0,0,0,0,0,320.0,0,0,0,0,0,2,0,668,0,0,336,1004,0,0,0,0,1004,848,0,1852,0,0,2,1,3,1,0,7,0,2,1,0,1999.0,2,3,660,0,0,0,224,106,0,0,0,0,0,2,0,0,12,2008,0,0,230000
139,60,0,65.0,15426,0,0,1,0,0,0,0,0,0,0,0,6,5,1997,1997,0,0,0,0,1,0.0,1,0,0,0,0,0,0,821,0,0,107,928,0,0,0,0,928,836,0,1764,1,0,2,1,3,1,0,7,0,0,0,0,1997.0,0,2,470,0,0,0,276,99,0,0,0,0,0,1,0,0,8,2009,0,0,231500
141,20,0,78.0,11645,0,0,0,0,0,0,0,0,0,0,1,7,5,2005,2005,0,0,0,0,1,0.0,0,0,0,0,0,3,0,1300,0,0,434,1734,0,0,0,0,1734,0,0,1734,1,0,2,0,3,1,0,7,0,0,0,0,2005.0,2,2,660,0,0,0,160,24,0,0,0,0,0,0,0,0,1,2006,0,0,260000
142,50,0,71.0,8520,0,0,0,0,2,0,11,2,0,0,2,5,4,1952,1952,0,0,3,4,1,0.0,1,1,1,1,0,0,3,507,0,0,403,910,0,3,0,0,910,475,0,1385,0,0,2,0,4,1,1,6,0,0,0,1,2000.0,1,2,720,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2010,0,0,166000
143,20,0,78.0,10335,0,0,1,0,0,0,0,0,0,0,1,7,5,1999,1999,0,0,0,0,0,183.0,0,0,0,0,0,1,0,679,0,0,811,1490,0,0,0,0,1501,0,0,1501,1,0,2,0,3,1,0,6,0,0,0,0,1999.0,0,2,577,0,0,0,144,29,0,0,0,0,0,0,0,0,6,2009,0,0,204000
144,90,1,70.0,9100,0,0,0,0,0,0,8,3,0,2,1,5,5,1963,1963,0,0,4,3,0,336.0,1,0,1,1,0,0,3,1332,0,0,396,1728,0,2,0,0,1728,0,0,1728,1,0,2,0,6,2,1,10,0,0,0,1,1963.0,1,2,504,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2006,3,1,125000
145,160,1,24.0,2522,0,0,0,0,0,0,18,0,0,4,0,6,5,2004,2006,0,0,0,0,2,50.0,0,0,0,0,0,0,2,0,0,0,970,970,0,0,0,0,970,739,0,1709,0,0,2,0,3,1,0,7,2,0,0,1,2004.0,1,2,380,0,0,0,0,40,0,0,0,0,0,0,0,0,4,2006,0,0,130000
146,30,1,51.0,6120,0,0,0,0,2,0,7,0,0,0,1,5,7,1931,1993,0,0,2,4,1,0.0,1,0,2,1,0,0,6,209,0,0,506,715,0,2,0,2,875,0,0,875,1,0,1,0,2,1,1,5,0,0,0,1,1931.0,1,1,180,1,0,0,48,0,0,0,0,0,0,0,0,0,11,2009,0,0,105000
150,20,0,120.0,10356,0,0,0,0,2,0,0,0,0,0,1,5,6,1975,1975,0,0,4,3,1,0.0,1,0,1,1,0,3,6,716,0,0,253,969,0,2,0,0,969,0,0,969,0,0,1,1,3,1,1,5,0,0,0,0,1975.0,1,2,440,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2007,0,0,122000
151,20,0,107.0,13891,0,0,0,0,0,0,9,0,0,0,1,8,5,2007,2008,1,0,0,0,2,436.0,0,0,0,2,0,1,0,1400,0,0,310,1710,0,0,0,0,1710,0,0,1710,1,0,2,0,2,1,0,6,0,1,2,0,2007.0,0,3,866,0,0,0,0,102,0,0,0,0,0,0,0,0,1,2008,1,2,372402
154,30,1,84.0,11340,0,0,0,0,2,0,6,0,0,0,1,6,5,1923,1950,0,0,2,4,1,0.0,1,0,2,1,0,0,2,0,0,0,1200,1200,0,2,0,2,1200,0,0,1200,0,0,1,0,4,1,1,7,0,0,0,1,1923.0,1,1,312,1,1,0,0,0,228,0,0,0,0,0,0,0,3,2006,0,4,125000
156,20,0,60.0,7200,0,0,0,0,0,0,11,0,0,0,1,5,7,1950,1950,1,0,2,4,1,0.0,1,0,1,3,2,4,4,0,1,0,0,0,0,2,0,1,1040,0,0,1040,0,0,1,0,2,1,1,5,0,0,0,1,1950.0,1,2,625,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2006,0,0,109500
157,60,0,92.0,12003,0,0,0,0,2,0,14,0,0,0,0,8,5,2009,2010,0,0,0,0,0,84.0,0,0,0,2,0,0,2,0,0,0,774,774,0,0,0,0,774,1194,0,1968,0,0,2,1,4,1,2,8,0,1,2,2,2009.0,2,3,680,0,0,0,0,75,0,0,0,0,0,0,0,0,5,2010,1,2,269500
158,60,3,100.0,12552,0,0,0,0,2,0,5,0,0,0,0,7,5,2004,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,0,222,0,0,769,991,0,0,0,0,991,956,0,1947,0,0,2,1,3,1,0,8,0,1,2,0,2004.0,0,2,678,0,0,0,0,136,0,0,0,0,0,3,0,0,5,2010,0,0,254900
159,60,0,134.0,19378,0,0,1,3,2,0,17,0,0,0,0,7,5,2005,2006,0,0,0,0,0,456.0,0,0,0,0,0,2,0,57,0,0,1335,1392,0,0,0,0,1392,1070,0,2462,1,0,2,1,4,1,0,9,0,1,2,0,2006.0,0,2,576,0,0,0,239,132,0,168,0,0,0,0,0,0,3,2006,1,2,320000
161,60,0,110.0,13688,0,0,1,0,0,0,9,0,0,0,0,9,5,2003,2004,0,0,0,0,0,664.0,0,0,0,2,0,3,0,1016,0,0,556,1572,0,0,0,0,1572,1096,0,2668,1,0,2,1,3,1,2,10,0,2,2,2,2003.0,2,3,726,0,0,0,400,0,0,0,0,0,0,0,0,0,3,2008,0,0,412500
162,20,0,95.0,12182,0,0,0,0,2,0,9,0,0,0,1,7,5,2005,2005,0,0,0,0,0,226.0,0,0,0,0,0,2,6,1201,0,0,340,1541,0,0,0,0,1541,0,0,1541,0,0,2,0,3,1,0,7,0,1,2,0,2005.0,0,2,532,0,0,0,0,70,0,0,0,0,0,0,0,0,5,2010,1,2,220000
164,40,1,40.0,5400,0,2,0,0,2,0,6,0,0,0,1,6,7,1926,2004,0,0,1,1,1,0.0,1,2,2,1,0,2,5,370,0,0,779,1149,0,1,0,2,1149,467,0,1616,0,0,2,0,3,1,0,5,0,0,0,1,1926.0,1,1,216,0,0,0,0,0,183,0,0,0,0,0,0,0,10,2007,0,0,152000
167,60,0,86.0,10562,0,0,0,0,0,0,9,0,0,0,0,8,5,2007,2007,0,0,0,0,2,300.0,0,0,0,2,0,0,0,1288,0,0,294,1582,0,0,0,0,1610,551,0,2161,1,0,1,1,3,1,2,8,0,1,2,0,2007.0,2,3,789,0,0,0,178,120,0,0,0,0,0,0,0,0,11,2007,1,2,325624
168,60,0,62.0,8244,0,0,1,0,0,0,17,0,0,0,0,7,5,2004,2004,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,840,840,0,0,0,0,840,880,0,1720,0,0,2,1,3,1,0,7,0,1,2,0,2004.0,2,2,440,0,0,0,100,48,0,0,0,0,0,0,0,0,5,2007,0,0,183500
171,20,0,141.0,31770,0,0,1,0,2,0,11,0,0,0,1,6,5,1960,1960,1,0,3,5,2,112.0,1,0,1,1,1,1,6,639,0,0,441,1080,0,3,0,0,1656,0,0,1656,1,0,1,0,3,1,1,7,0,2,2,0,1960.0,2,2,528,0,0,2,210,62,0,0,0,0,0,0,0,0,5,2010,0,0,215000
172,160,0,44.0,5306,0,0,1,0,0,0,15,0,0,3,0,7,7,1987,1987,0,0,4,3,1,0.0,0,2,0,0,1,0,0,495,2,215,354,1064,0,1,0,0,1064,703,0,1767,1,0,2,0,2,1,0,5,0,1,1,0,1987.0,0,2,504,2,0,0,441,35,0,0,0,0,0,0,0,0,6,2006,0,0,239000
173,20,0,80.0,10197,0,0,1,0,0,0,11,0,0,0,1,6,5,1961,1961,0,0,5,2,3,491.0,1,0,1,1,0,0,1,288,2,374,700,1362,0,2,0,0,1362,0,0,1362,1,0,1,1,3,1,1,6,0,1,1,0,1961.0,1,2,504,0,0,0,0,20,0,0,0,0,0,0,0,0,6,2008,2,0,163000
174,20,0,47.0,12416,0,0,1,0,0,0,14,0,0,0,1,6,5,1986,1986,0,0,0,5,2,132.0,1,0,1,0,3,0,1,1398,5,208,0,1606,0,2,0,0,1651,0,0,1651,1,0,2,0,3,1,1,7,3,1,1,0,1986.0,2,2,616,0,0,0,192,0,0,0,0,0,0,0,0,0,11,2008,0,0,184000
175,20,0,84.0,12615,0,0,0,0,2,0,18,0,0,0,1,6,7,1950,2001,0,0,5,2,1,0.0,1,0,1,1,1,3,1,477,0,0,725,1202,0,2,0,0,2158,0,0,2158,1,0,2,0,4,1,0,7,0,1,2,0,1950.0,1,2,576,0,0,0,0,29,39,0,0,0,0,1,0,0,6,2007,0,0,243000
176,60,0,97.0,10029,0,0,1,0,2,0,16,0,0,0,0,6,5,1988,1989,0,0,8,5,0,268.0,0,0,0,0,0,0,0,831,0,0,320,1151,0,2,0,0,1164,896,0,2060,0,1,2,1,4,1,1,8,0,1,1,0,1988.0,1,2,521,0,0,0,0,228,0,0,192,0,0,0,0,0,9,2007,0,0,211000
178,20,0,63.0,17423,0,0,1,0,3,0,15,0,0,0,1,9,5,2008,2009,1,0,0,0,2,748.0,2,0,0,2,0,0,0,1904,0,0,312,2216,0,0,0,0,2234,0,0,2234,1,0,2,0,1,1,2,9,0,1,2,0,2009.0,2,3,1166,0,0,0,0,60,0,0,0,0,0,0,0,0,7,2009,1,2,501837
179,30,1,60.0,8520,0,0,0,0,0,0,6,0,0,0,1,5,6,1923,2006,0,0,2,4,1,0.0,0,0,1,1,0,0,2,0,0,0,968,968,0,2,0,0,968,0,0,968,0,0,1,0,2,1,1,5,0,0,0,1,1935.0,1,2,480,1,0,1,0,0,184,0,0,0,0,0,0,0,7,2007,0,0,100000
181,70,0,54.0,7588,0,0,0,0,0,0,2,0,0,0,0,7,6,1920,1950,0,0,7,8,1,0.0,1,0,2,4,0,0,5,352,0,0,441,793,0,1,0,0,901,901,0,1802,0,0,1,1,4,1,1,9,0,1,2,1,1920.0,1,1,216,1,0,0,0,0,40,0,0,0,0,0,0,0,7,2006,0,0,200100
182,20,0,60.0,9060,0,0,0,0,0,0,18,2,0,0,1,5,6,1957,2006,1,0,2,4,0,98.0,1,0,0,3,2,4,4,0,1,0,0,0,0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,1,7,0,1,2,0,1957.0,0,1,252,0,0,0,116,0,0,180,0,0,0,1,0,0,6,2007,0,0,120000
183,50,1,63.0,11426,0,0,0,0,0,0,6,0,0,0,2,7,5,2003,2003,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,1362,1362,0,0,0,0,1362,720,0,2082,0,0,2,1,3,1,0,6,4,0,0,1,2003.0,1,2,484,0,0,1,280,238,0,0,0,0,0,0,0,0,6,2008,0,0,200000
184,50,0,92.0,7438,0,0,1,0,0,0,7,5,3,0,2,5,8,1908,1991,0,0,9,5,1,0.0,1,0,0,4,0,0,2,0,0,0,504,504,0,1,0,0,936,316,0,1252,0,0,1,0,3,1,1,5,0,0,0,0,1986.0,1,2,576,0,0,0,104,0,0,0,0,0,0,1,0,0,6,2006,0,0,127000
185,75,1,90.0,22950,0,0,2,0,0,0,6,2,0,0,6,10,9,1892,1993,0,1,2,4,1,0.0,0,2,2,1,0,2,2,0,0,0,1107,1107,0,0,0,0,1518,1518,572,3608,0,0,2,1,4,1,2,12,0,2,1,1,1993.0,1,3,840,3,0,0,0,260,0,0,410,0,0,2,0,0,6,2006,0,0,475000
187,50,0,60.0,10410,0,0,0,0,0,0,6,0,0,0,2,5,7,1916,1987,0,0,4,3,1,0.0,1,0,1,4,0,0,2,0,0,0,660,660,0,0,0,0,808,704,144,1656,0,0,2,1,3,1,1,8,3,0,0,1,1916.0,1,1,180,1,1,1,0,0,0,140,0,0,0,1,0,0,8,2009,0,0,135000
188,90,0,64.0,7018,0,0,0,1,0,0,10,1,0,2,7,5,5,1979,1979,0,0,8,5,2,275.0,1,0,1,0,0,3,0,1086,0,0,0,1086,0,2,0,0,1224,0,0,1224,2,0,0,2,2,2,1,6,0,2,1,1,1979.0,1,2,528,0,0,0,120,0,0,0,0,0,0,0,0,0,6,2009,0,3,153337
189,120,0,41.0,4923,0,0,0,0,0,0,15,0,0,3,1,8,5,2001,2002,0,0,6,6,1,0.0,0,0,0,2,0,3,0,1153,0,0,440,1593,0,0,0,0,1593,0,0,1593,1,0,1,1,0,1,2,5,0,1,2,0,2001.0,2,2,682,0,0,0,0,120,0,0,224,0,0,0,0,0,8,2008,0,0,286000
190,70,0,70.0,10570,0,0,0,1,0,1,2,0,0,0,0,8,8,1932,1994,1,0,3,7,1,0.0,0,0,1,0,1,0,3,297,0,0,556,853,0,2,0,0,1549,1178,0,2727,0,0,2,1,3,1,0,10,2,2,1,1,1932.0,1,2,440,0,0,0,0,74,0,0,0,0,0,0,0,0,12,2007,0,0,315000
192,20,0,68.0,9017,0,0,1,0,0,0,0,0,0,0,1,7,5,1999,1999,0,0,0,0,1,0.0,0,0,0,0,0,3,0,560,0,0,871,1431,0,0,0,0,1431,0,0,1431,1,0,2,0,3,1,0,6,0,0,0,0,1999.0,2,2,666,0,0,0,0,35,0,0,0,0,0,0,0,0,9,2009,0,0,192000
193,160,1,24.0,2522,0,0,0,0,0,0,18,0,0,4,0,7,5,2004,2004,0,0,0,0,2,50.0,0,0,0,0,0,0,2,0,0,0,970,970,0,0,0,0,970,739,0,1709,0,0,2,0,3,1,0,7,2,0,0,1,2004.0,1,2,380,0,0,0,0,40,0,0,0,0,0,0,0,0,5,2006,0,0,130000
194,20,0,60.0,7180,0,0,1,0,0,0,0,0,0,0,1,5,7,1972,1972,1,0,4,3,1,0.0,1,0,1,1,0,3,1,390,0,0,474,864,0,2,0,0,864,0,0,864,0,0,1,0,3,1,1,5,0,0,0,1,1989.0,1,1,352,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2008,0,0,127000
195,160,0,24.0,2280,0,0,0,0,1,0,20,0,0,4,0,6,6,1976,1976,0,0,8,10,1,0.0,1,0,1,0,0,0,1,566,0,0,289,855,0,2,0,0,855,601,0,1456,0,0,2,1,3,1,1,7,0,1,1,0,1976.0,1,2,440,0,0,0,87,0,0,0,0,0,0,0,0,0,7,2009,0,0,148500
196,20,0,79.0,9416,0,0,0,0,0,0,5,0,0,0,1,7,5,2007,2007,1,0,6,6,2,205.0,2,0,0,2,0,0,0,1126,0,0,600,1726,0,0,0,0,1726,0,0,1726,1,0,2,0,3,1,2,8,0,1,2,0,2007.0,2,3,786,0,0,0,171,138,0,0,266,0,0,0,0,0,9,2007,1,2,311872
197,75,0,174.0,25419,0,0,0,0,2,0,11,2,0,0,0,8,4,1918,1990,0,0,7,8,1,0.0,0,2,0,1,0,0,0,1036,5,184,140,1360,0,1,0,0,1360,1360,392,3112,1,1,2,0,4,1,0,8,0,1,3,1,1918.0,1,2,795,0,0,0,0,16,552,0,0,512,1,2,0,0,3,2006,0,1,235000
199,20,0,76.0,9591,0,0,0,0,0,0,9,0,0,0,1,8,5,2004,2005,1,0,0,0,0,262.0,0,0,0,2,0,3,0,1088,0,0,625,1713,0,0,0,0,1713,0,0,1713,1,0,2,0,3,1,2,7,0,1,2,0,2004.0,2,3,856,0,0,0,0,26,0,0,170,0,0,0,0,0,1,2009,0,0,274900
200,20,1,80.0,8546,0,0,0,0,2,0,18,0,0,0,1,4,5,2003,2004,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,1121,1121,0,0,0,0,1121,0,0,1121,0,0,2,0,2,1,1,5,0,0,0,0,2003.0,0,2,440,0,0,0,132,64,0,0,0,0,0,0,0,0,3,2010,0,0,140000
